normal,multicore_plat.xml,

0, 259.00, 259.00, 339.00, PM2, 1, 51200, 512
2, 259.00, 259.00, 349.00, PM6, 1, 1024000, 1024
2, 263.00, 263.00, 328.00, PM3, 1, 204800, 512
1, 269.00, 269.00, 334.00, PM7, 2, 51200, 2048
2, 281.00, 281.00, 356.00, PM1, 4, 512000, 2048
0, 293.00, 293.00, 338.00, PM9, 1, 2048, 512
2, 293.00, 293.00, 333.00, PM2, 1, 512000, 512
1, 293.00, 293.00, 388.00, PM4, 1, 204800, 1024
1, 297.00, 297.00, 402.00, PM4, 1, 51200, 512
2, 297.00, 297.00, 367.00, PM5, 1, 204800, 512
2, 297.00, 297.00, 372.00, PM6, 2, 1024000, 2048
0, 300.00, 300.00, 355.00, PM0, 2, 204800, 1024
0, 304.00, 304.00, 349.00, PM1, 4, 51200, 512
0, 304.00, 304.00, 339.00, PM5, 1, 51200, 1024
0, 316.00, 316.00, 371.00, PM7, 2, 51200, 512
0, 320.00, 320.00, 355.00, PM8, 4, 51200, 1024
2, 320.00, 320.00, 415.00, PM8, 1, 1024000, 1024
0, 324.00, 324.00, 389.00, PM9, 2, 51200, 512
1, 324.00, 324.00, 349.00, PM0, 1, 204800, 1024
1, 326.00, 326.00, 341.00, PM1, 1, 204800, 512
1, 326.00, 326.00, 366.00, PM2, 1, 204800, 512
2, 326.00, 326.00, 341.00, PM3, 1, 512000, 512
2, 327.00, 327.00, 442.00, PM4, 1, 1024000, 1024
2, 335.00, 335.00, 445.00, PM7, 1, 204800, 2048
2, 335.00, 335.00, 385.00, PM2, 1, 51200, 1024
